距离/m 磁场强度大小/nT time
0		49312		101213
1		49349.64		103750
2		49327.41		103905
3		49350.54		104250
4		49367.30		104430
5		49379.69		101258
10		49467.41		101345
15		49485.43		101421
20		49540.11		101517
21		49577.68		103235
22		49555.29		103415
23		49485.38		103545
24		49433.39		103625
25		49410.40		101548
30		49382.33		101640
